name,tweet,created_at,retweets,likes
Donald J. Trump,I rarely agree with President Obama- however he is 100% correct about Crooked Hillary Clinton. Great ad!,2016-06-10 16:49:14,25140,43721
Donald J. Trump,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,2016-12-04 18:58:43,25120,94075
Donald J. Trump,An old picture with Nancy and Ronald Reagan.,2017-01-09 22:32:33,25098,124084
Donald J. Trump,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),2017-01-30 13:43:25,25094,127656
Rep. Keith Ellison,It's not just that @realdonaldtrump fired the Attorney General. It's that he fired her for refusing to violate the Constitution.,2017-01-31 03:35:30,25085,37334
Elizabeth Warren,"We are a country of immigrants &amp; refugees, of people fleeing religious persecution &amp; seeking freedom, a country made strong by diversity.",2017-01-28 00:02:59,25084,55106
Donald J. Trump,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",2017-02-12 12:14:16,25076,113660
Donald J. Trump,"You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!",2016-11-02 10:35:56,25062,57785
Donald J. Trump,PAY TO PLAY POLITICS. #CrookedHillary,2016-10-12 14:00:48,25060,42718
Donald J. Trump,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",2017-01-17 13:05:10,25035,121155
Donald J. Trump,Where is the outrage for this Disney book? Is this the 'Star of David' also? Dishonest media! #Frozen,2016-07-07 01:34:20,25025,60027
Rep. Don Beyer,We have a constitutional crisis today. Four Members of Congress asked CBP officials to enforce a federal court order and were turned away.,2017-01-29 20:08:02,25007,24624
Donald J. Trump,Still time to #VoteTrump! #iVoted #ElectionNight,2016-11-08 23:03:42,24953,64956
Donald J. Trump,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong!,2017-01-26 23:53:37,24948,113149
Donald J. Trump,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",2016-09-10 18:18:37,24927,68792
Bernie Sanders,"If Trump is seriously opposed to outsourcing, he can lead by shutting down his own sweatshops and paying workers in the US a living wage.",2017-01-23 21:05:13,24914,65511
Donald J. Trump,"JOBS, JOBS, JOBS!",2017-03-14 15:00:25,24834,99628
Donald J. Trump,#ElectionDay,2016-11-08 18:23:39,24832,60523
Donald J. Trump,"Bringing hundreds of billions of dollars back to the U.S.A. from the Middle East - which will mean JOBS, JOBS, JOBS!",2017-05-27 17:19:37,24810,92531
Donald J. Trump,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",2016-12-10 14:11:49,24796,73987
Donald J. Trump,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",2017-03-06 21:22:15,24786,117395
Donald J. Trump,".@CNN is so embarrassed by their total (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do.",2016-11-29 03:03:59,24743,90457
Donald J. Trump,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",2017-02-26 18:16:41,24721,113737
Chris Murphy,Let's be crystal clear here: @POTUS is reportedly going to stop payments to insurers to intentionally cause millions to lose insurance.,2017-05-19 20:54:40,24647,24349
Bernie Sanders,I appreciate @POTUS listening to the Native American people and millions of others who believe this pipeline should not be built.,2016-12-04 21:30:34,24576,55997
Donald J. Trump,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,2017-03-05 11:32:22,24572,96787
Donald J. Trump,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",2017-01-17 13:11:56,24535,107147
Donald J. Trump,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,2017-03-04 11:26:47,24519,88528
Elizabeth Warren,I spoke out about @SenatorSessions – until @SenateMajLdr McConnell decided to silence me.,2017-02-08 01:29:16,24502,37766
Donald J. Trump,"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",2017-05-12 12:26:15,24443,76317
Donald J. Trump,Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp; there will be lasting peace!,2017-04-13 13:16:30,24432,112229
John Lewis,"54 yrs ago today I was released from Parchman after being arrested in Jackson for using ""white"" restroom #goodtrouble",2015-07-07 13:47:11,24420,23845
Donald J. Trump,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,2016-12-03 00:44:20,24393,109778
Bernie Sanders,"Betsy DeVos, if you had not given $200 million to the Republican Party do you think you would be nominated to lead the Education Department?",2017-01-17 23:21:23,24382,58776
Donald J. Trump,"The Democrats, without a leader, have become the party of obstruction.They are only interested in themselves and not in what's best for U.S.",2017-04-30 12:09:04,24379,95474
Donald J. Trump,I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,2016-11-08 21:18:04,24326,124098
Bernie Sanders,A president who attacks media that makes critical remarks about him does not understand what democracy is about.,2017-02-24 21:54:00,24309,67959
Donald J. Trump,"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",2016-11-28 14:02:06,24288,83367
Donald J. Trump,Iran was on its last legs and ready to collapse until the U.S. came along and gave it a life-line in the form of the Iran Deal: $150 billion,2017-02-02 11:39:49,24286,97963
Bernie Sanders,"Trump has to learn the very important truth stated by Washington AG Bob Ferguson: ""No one is above the law, not even the president.""",2017-02-04 15:22:19,24173,60569
Bernie Sanders,The attacks against transgender people are part of a bigotry which has got to end. To young transgender people I say: We stand with you.,2017-02-23 20:36:06,24159,69705
Donald J. Trump,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,2017-01-30 12:20:49,24119,134571
Donald J. Trump,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",2017-02-06 12:07:55,24083,126013
Elizabeth Warren,"The President of the United States should condemn bigots, @realDonaldTrump. Not give them a West Wing office to decide our country's future.",2016-11-15 00:03:52,24053,51464
President Trump,"On behalf of my entire family, THANK YOU! #InaugurationDay",2017-01-20 22:32:17,24047,121470
Donald J. Trump,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",2016-07-27 16:16:02,23990,61634
Donald J. Trump,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,2017-02-25 21:53:21,23988,124622
Donald J. Trump,Why isn't President Obama working instead of campaigning for Hillary Clinton?,2016-09-14 03:09:37,23955,60215
Bernie Sanders,"It is extraordinary how little Donald Trump knows about immigration, or cares about the Constitution, rule of law or separation of powers.",2017-02-06 18:45:28,23952,74811
Donald J. Trump,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",2016-07-14 22:40:31,23910,54618
Donald J. Trump,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,2017-03-07 13:46:28,23898,125047
Donald J. Trump,The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...,2017-01-29 21:45:58,23870,107955
Donald J. Trump,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,2016-10-11 14:00:38,23867,63909
Bernie Sanders,If Trump is serious about being a president for all Americans he must rescind his plans to ban Muslims and deport 11 million people.,2016-11-11 16:14:01,23862,61959
Donald J. Trump,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",2017-02-10 13:35:50,23848,107509
Donald J. Trump,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,2017-01-24 11:11:47,23842,155457
Bernie Sanders,Trump attacks the media all the time because he lies all of the time. It's imperative we all stand up to Trump's drift to authoritarianism.,2017-02-25 19:25:50,23815,75949
Donald J. Trump,'Americans overwhelmingly oppose sanctuary cities',2017-02-21 20:46:42,23791,107538
Donald J. Trump,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",2016-11-16 12:25:21,23778,89351
Donald J. Trump,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,2017-02-16 11:34:46,23756,128410
Donald J. Trump,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",2017-01-11 12:31:31,23754,86228
Donald J. Trump,"Yes, Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!",2017-02-03 11:24:51,23590,117805
Justin Amash,My staff and I are reviewing legislation to establish an independent commission on Russia. The second paragraph of this letter is bizarre.,2017-05-09 23:37:35,23586,45087
Chuck Schumer,GOP said theyd keep the parts of ACA Americans liked. So whyd they just vote down protections for veterans &amp; ppl w/ pre-existing conditions?,2017-01-12 03:34:29,23581,29729
Donald J. Trump,"North Korea disrespected the wishes of China &amp; its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",2017-04-28 23:26:18,23580,85769
Donald J. Trump,We need your vote. Go to the POLLS! Let's continue this MOVEMENT! Find your poll location: #ElectionDay #VoteTrump,2016-11-08 18:03:49,23567,61442
Donald J. Trump,"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",2017-01-04 01:14:52,23550,80490
Brian Schatz,The last three days have been the BUSIEST IN CAPITOL SWITCHBOARD HISTORY. By almost double. This is working. Keep it up and please RT.,2017-02-02 22:25:02,23507,27418
Donald J. Trump,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,2016-10-22 03:33:54,23496,62454
Donald J. Trump,"Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",2016-11-01 12:01:11,23467,58937
Donald J. Trump,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,2017-01-09 14:16:34,23465,110066
Donald J. Trump,Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S. JOBS! JOBS! JOBS!,2017-03-28 10:36:02,23439,109910
Donald J. Trump,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,2017-01-21 11:53:41,23433,178225
Bernie Sanders,"Yesterday, President Trump said, 'Nobody ever knew health care could be so complicated.' Well, some of us had an idea.",2017-02-28 15:41:00,23423,55678
Donald J. Trump,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",2017-01-09 14:14:10,23413,101349
Donald J. Trump,"A great American, Kurt Cochran, was killed in the London terror attack. My prayers and condolences are with his family and friends.",2017-03-23 15:16:24,23396,117697
Donald J. Trump,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,2016-10-11 17:43:06,23383,56014
Bernie Sanders,.@POTUS must protect the safety of Native Americans and their supporters who have gathered peacefully to oppose the Dakota Access Pipeline.,2016-11-21 02:11:04,23381,32682
Bernie Sanders,I wonder how many members of Congress would vote to raise the minimum wage if they were forced to live on $7.25 an hour for a year.,2017-02-22 16:45:02,23316,71735
Donald J. Trump,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",2017-03-03 02:35:33,23313,110397
Donald J. Trump,Thank you to all of the men and women who protect &amp; serve our communities 24/7/365! #LawEnforcementAppreciationDay,2017-01-10 02:20:01,23303,93497
Donald J. Trump,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,2017-02-24 00:01:40,23294,108869
Chris Murphy,I want to throw up. @POTUS has granted legitimacy to a group that believes Sandy Hook was a hoax carried out by paid actors.,2017-05-22 18:10:16,23293,32266
Bernie Sanders,Our diversity is one of our great strengths. We don’t need a wall. We need an immigration policy designed to unite families not divide them.,2017-01-25 21:55:23,23291,55087
Elizabeth Warren,"You already broke your promise, @realDonaldTrump. You stacked your transition team with Wall Street elites, insiders &amp; lobbyists.",2016-11-15 21:43:28,23278,49018
Donald J. Trump,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,2017-03-08 11:12:39,23276,121651
Donald J. Trump,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",2017-03-04 13:19:29,23269,107313
Donald J. Trump,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:",2017-01-26 00:03:33,23198,110381
President Trump,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again!",2017-01-21 02:25:43,23191,95609
Donald J. Trump,"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED",2016-07-23 10:55:20,23169,51534
Donald J. Trump,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT) SO DANGEROUS!",2017-02-11 12:12:51,23130,101685
Donald J. Trump,"JOBS, JOBS, JOBS!",2017-04-06 02:12:43,23121,84046
Donald J. Trump,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",2016-11-13 18:46:36,23109,111887
Donald J. Trump,"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!",2016-10-19 00:53:43,23093,41480
John Lewis,He went to jail for us. #goodtrouble,2017-01-16 14:42:04,23029,60732
Bernie Sanders,House Republicans announced today that they will again attempt to defund Planned Parenthood. What an outrage. We need to fight back.,2017-01-05 20:06:57,23016,53837
Donald J. Trump,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",2017-03-07 12:04:13,22955,93266
Bernie Sanders,There is no compromise on racism. There is no compromise on bigotry. There is no compromise on xenophobia.,2017-02-22 15:44:27,22936,59362
Donald J. Trump,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",2016-12-27 21:52:29,22908,98656
Elizabeth Warren,"Congress must pull its head out of the sand and launch a real, bipartisan, transparent inquiry into Russia. Our natl security is at stake.",2017-02-14 15:40:11,22891,63340
Donald J. Trump,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",2016-12-30 22:18:18,22874,83171
Donald J. Trump,So nice - great Americans outside Trump Tower right now. Thank you!,2016-10-29 20:02:16,22840,59814
Donald J. Trump,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!,2017-05-07 19:22:17,22826,81310
Donald J. Trump,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",2016-12-13 11:43:38,22795,76083
Donald J. Trump,Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP,2016-10-16 22:29:46,22775,45314
Bernie Sanders,"Thank you, Michelle, for your eight years as First Lady in which you represented our country with dignity, grace and intelligence.",2017-01-07 14:14:17,22770,69567
Donald J. Trump,Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!,2016-10-12 13:46:43,22754,54738
Donald J. Trump,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change",2017-05-30 10:40:36,22702,89681
Donald J. Trump,Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,2016-07-26 03:04:56,22649,65656
Adam Schiff,"Mr. President, we do believe Director Comey erred in his handling of Clinton investigation. We just don't believe that's why you fired him.",2017-05-10 22:26:17,22639,50343
Donald J. Trump,ObamaCare will explode and we will all get together and piece together a great healthcare plan for THE PEOPLE. Do not worry!,2017-03-25 14:37:52,22622,104876
Donald J. Trump,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",2017-02-12 11:55:10,22616,80945
Bernie Sanders,"Good thing we have Donald Trump, a pathological liar, to tell us the “truth.""",2017-02-18 21:28:51,22615,58773
Donald J. Trump,Hillary Clinton failed all over the world. ❌LIBYA ❌SYRIA ❌IRAN ❌IRAQ ❌ASIA PIVOT ❌RUSSIAN RESET ❌BENGHAZI #DebateNight,2016-09-27 02:26:13,22547,42240
Bernie Sanders,I know a $15 minimum wage is radical to Republicans. You know what’s radical? That people working 40 or 50 hours a week live in poverty.,2017-05-25 16:24:38,22510,56927
Donald J. Trump,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",2017-04-01 13:02:32,22499,86735
Donald J. Trump,We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! #DrainTheSwamp on November 8th!,2016-10-24 14:17:35,22426,48706
Donald J. Trump,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,2017-01-29 13:00:32,22366,112591
Donald J. Trump,"Governor John Kasich of the GREAT, GREAT, GREAT State of Ohio called to congratulate me on the win. The people of Ohio were incredible!",2016-11-13 15:28:52,22338,123487
Donald J. Trump,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",2017-02-08 12:03:18,22326,115436
Donald J. Trump,My job as President is to do everything within my power to give America a level playing field. #AmericaFirst🇺🇸 ➡️,2017-06-01 22:50:29,22317,92494
Donald J. Trump,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,2017-01-06 19:30:09,22292,96528
Donald J. Trump,"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",2016-07-26 03:19:38,22257,64465
Ron Wyden,Comey should be immediately called to testify in an open hearing about the status of Russia/Trump investigation at the time he was fired.,2017-05-09 21:58:50,22225,41633
Donald J. Trump,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,2017-01-15 00:22:01,22179,95876
Donald J. Trump,We've all wondered how Hillary avoided prosecution for her email scheme. Wikileaks may have found the answer. Obama!,2016-10-16 16:07:58,22140,35200
Donald J. Trump,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",2017-04-03 12:51:01,22139,70008
Donald J. Trump,"Thank you Brian Krzanich, CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS! #AmericaFirst🇺🇸",2017-02-08 19:22:33,22130,98227
Elizabeth Warren,"When Mnuchin makes mistakes on complicated paperwork, he asks for forgiveness. When his customers made mistakes, he took their homes.",2017-01-19 16:50:26,22109,41901
Donald J. Trump,Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don’t know how to win - I will teach them!,2016-10-11 14:48:29,22072,55661
Donald J. Trump,"Great news. We are only just beginning. Together, we are going to #MAGA!",2017-03-08 23:54:16,22069,90391
Bernie Sanders,"One hateful person committed the atrocity in Orlando, not an entire people or an entire religion.",2016-06-16 16:31:20,22060,33896
Donald J. Trump,Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! Happy #MothersDay,2017-05-14 15:13:45,22052,135861
Donald J. Trump,Russian officials must be laughing at the U.S. &amp; how a lame excuse for why the Dems lost the election has taken over the Fake News.,2017-05-30 11:04:48,22011,87156
Bernie Sanders,"Maybe, just maybe, we want someone leading the Environmental Protection Agency who actually believes in environmental protection.",2017-01-18 17:37:02,22000,54963
Donald J. Trump,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,2016-10-20 02:59:26,21991,70787
Bernie Sanders,It’s time to join the industrialized world and guarantee health care to all of our people.,2017-03-18 15:53:01,21970,48054
Donald J. Trump,Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!,2016-11-22 02:22:16,21968,65494
Donald J. Trump,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",2016-12-26 21:36:28,21920,90175
Donald J. Trump,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,2017-04-01 12:43:32,21918,78721
Donald J. Trump,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,2017-02-26 11:42:39,21898,109951
Jason Chaffetz,"FBI Dir just informed me, ""The FBI has learned of the existence of emails that appear to be pertinent to the investigation."" Case reopened",2016-10-28 16:57:17,21867,29756
Donald J. Trump,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries...",2017-02-08 21:46:14,21865,83340
Donald J. Trump,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",2016-12-26 21:41:58,21853,76771
Donald J. Trump,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA calls it differently! Dishonest",2017-02-17 23:15:56,21849,120934
Donald J. Trump,Certainly has been an interesting 24 hours!,2016-10-08 14:48:22,21838,61316
Chris Murphy,"FYI, House GOP handpicked the CBO director. Their own guy is the one saying the bill is a humanitarian catastrophe waiting to happen.",2017-03-13 20:36:25,21798,30537
Donald J. Trump,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world.",2017-03-08 11:13:44,21795,115643
Donald J. Trump,I will be making my Supreme Court pick on Thursday of next week.Thank you!,2017-01-25 12:17:01,21791,132816
Donald J. Trump,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",2017-03-20 13:14:49,21787,82557
Donald J. Trump,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?,2016-11-13 14:43:09,21781,85850
Donald J. Trump,Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.,2016-06-14 17:31:58,21771,53546
Donald J. Trump,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,2017-02-24 12:36:34,21762,101000
Donald J. Trump,"The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual, bad judgment.",2016-07-05 15:37:23,21761,54369
Donald J. Trump,The #1 trend on Twitter right now is #TrumpWon - thank you!,2016-09-27 13:17:40,21748,58943
Donald J. Trump,Happy #Hanukkah,2016-12-24 21:44:32,21740,83559
Rep. Joe Kennedy III,Watch GOP lawyers admit that repeal plan will cut off coverage to millions suffering from mental illness &amp; addiction. #ProtectOurCare #ACA,2017-03-08 23:55:55,21690,20565
Bernie Sanders,It is pathetic that the largest oil company in the world understands more about climate change than the president of the United States.,2017-03-29 15:50:08,21605,41858
Donald J. Trump,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,2017-01-17 17:55:38,21600,104464
Donald J. Trump,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,2017-01-12 13:50:13,21575,93052
Donald J. Trump,Thanks you for all of the Trump Rallies today. Amazing support. We will all MAKE AMERICA GREAT AGAIN!,2017-03-25 22:37:02,21556,118103
Bernie Sanders,You don't ban a senator from participating in debate. Sen. McConnell owes Sen. Warren an apology. This is a fight we'll continue.,2017-02-08 17:58:51,21539,63317
Bernie Sanders,"Trump received 2.5 million fewer votes than Clinton, yet he'll soon be president. Clearly, in a democratic society, this shouldn't happen.",2016-12-19 21:56:30,21526,57305
Bernie Sanders,Trump ran for president saying he would take on Wall Street. Now he's dismantling laws that protect Americans from Wall Street’s greed.,2017-02-05 20:36:01,21506,56153
Donald J. Trump,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,2016-07-04 22:30:15,21471,54546
Donald J. Trump,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",2017-01-09 11:36:02,21469,84627
Donald J. Trump,"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!",2016-11-20 13:39:05,21464,81768
Donald J. Trump,"My contract with the American voter will restore honesty, accountability &amp; CHANGE to Washington! #DrainTheSwamp",2016-10-25 00:33:07,21455,40196
Donald J. Trump,"The very foul mouthed Sen. John McCain begged for my support during his primary (I gave, he won), then dropped me over locker room remarks!",2016-10-11 16:52:28,21451,47894
Donald J. Trump,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,2017-03-27 01:04:42,21440,109098
Donald J. Trump,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD,2016-10-16 17:01:12,21436,56551
Elizabeth Warren,"The idea that Devin Nunes will investigate Trump/Russia is a farce. It's time for a real, independent, transparent inquiry.",2017-03-23 00:55:29,21432,60166
Donald J. Trump,Just watched the totally biased and fake news reports of the so-called Russia story on NBC and ABC. Such dishonesty!,2017-03-23 12:18:33,21410,95167
Donald J. Trump,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,2016-11-29 11:15:49,21362,96834
Chris Murphy,"Ha! I also can't be denied the right to purchase a Caribbean island. I just can't afford it. Just like a cancer patient w $145,000 premium.",2017-05-07 20:50:49,21355,35564
Donald J. Trump,Someone should look into who paid for the small organized rallies yesterday. The election is over!,2017-04-16 13:13:26,21344,96436
Bernie Sanders,It is time to lift the federal ban on marijuana. No one sincerely believes that marijuana deserves to be classified beside heroin.,2016-05-07 23:04:11,21321,35385
Donald J. Trump,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",2017-01-13 17:42:42,21283,109889
Donald J. Trump,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,2017-02-15 12:19:18,21226,80787
Donald J. Trump,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",2017-01-18 22:21:02,21215,136373
Bernie Sanders,A president of the United States should not have a racist at his side. Unacceptable.,2016-11-19 22:22:00,21208,64397
Donald J. Trump,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",2017-03-18 13:15:41,21197,95937
Donald J. Trump,Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!,2016-11-01 10:31:46,21196,54920
Donald J. Trump,"Just out according to @CNN: ""Utah officials report voting machine problems across entire country""",2016-11-08 21:28:24,21176,46754
Chuck Schumer,Betsy DeVos fails @timkaine's test at Senate hearing:,2017-01-18 02:53:02,21158,38474
Donald J. Trump,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",2017-01-14 12:50:26,21145,88471
Donald J. Trump,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",2016-09-10 12:47:18,21142,59737
Donald J. Trump,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday. #Inauguration",2017-01-18 17:33:25,21142,107998
Donald J. Trump,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",2017-03-09 17:01:17,21142,111926
Donald J. Trump,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",2017-03-17 13:07:15,21121,89971
Chris Murphy,"I know everything seems red alert level right now, but the House is VOTING ON THURSDAY to end health care for 24 million of your neighbors.",2017-03-20 23:06:38,21064,24826
Donald J. Trump,What Bernie Sanders really thinks of Crooked Hillary Clinton.,2016-07-29 17:53:47,21044,40815
